num, time, PAT, eSBP, eDBP, iSBP, iDBP
570,411314,180,140.651,53.4321,139.511,53.919
571,412031,184,134.501,51.8192,137.004,51.5034
572,412752,184,134.501,51.8192,134.11,50.0678
573,413472,183,136.026,52.2191,136.138,50.9793
574,414194,178,143.777,54.252,141.311,51.8453
575,414913,184,134.501,51.8192,134.726,51.2072
576,415625,187,129.976,50.6323,132.538,49.8171
577,416340,175,148.533,55.4994,139.739,54.1013
578,417057,182,137.559,52.6212,137.392,51.4351
579,417768,186,131.476,51.0258,134.52,50.7514
580,418481,184,134.501,51.8192,136.549,51.1844
581,419199,181,139.101,53.0255,141.562,52.3694
582,419911,184,134.501,51.8192,135.25,51.663
583,420625,186,131.476,51.0258,133.586,50.1589
584,421336,181,139.101,53.0255,139.83,53.486
585,422048,181,139.101,53.0255,137.916,51.4579
586,422762,184,134.501,51.8192,134.612,50.5691
587,423484,185,132.984,51.4214,134.794,49.1335
588,424211,177,145.353,54.6654,139.83,51.982
589,424931,181,139.101,53.0255,135.159,50.0222
590,425652,184,134.501,51.8192,131.968,49.0879
591,426376,185,132.984,51.4214,133.244,49.4525
592,427102,176,146.938,55.0812,139.124,50.5463
593,427827,182,137.559,52.6212,135.045,49.612
594,428549,185,132.984,51.4214,131.718,48.8828
595,429278,182,137.559,52.6212,132.697,52.8024
596,429999,177,145.353,54.6654,137.893,50.9793
597,430721,182,137.559,52.6212,135.523,49.612
598,431449,183,136.026,52.2191,130.783,48.9968
599,432173,183,136.026,52.2191,131.74,50.2957
600,432899,182,137.559,52.6212,134.452,51.9592
601,433624,176,146.938,55.0812,138.144,50.478
602,434342,181,139.101,53.0255,132.424,49.0651
603,435059,189,127,49.8517,129.735,49.0651
604,435774,179,142.209,53.8409,136.412,53.4632
605,436492,185,132.984,51.4214,134.566,50.6375
606,437202,187,129.976,50.6323,130.988,50.2045
607,437910,185,132.984,51.4214,134.543,51.8225
608,438627,177,145.353,54.6654,138.531,52.9391
609,439335,187,129.976,50.6323,132.652,51.23
610,440043,187,129.976,50.6323,129.484,49.5892
611,440753,184,134.501,51.8192,133.814,50.0906
612,441457,180,140.651,53.4321,134.999,50.6375
613,442164,182,137.559,52.6212,135.705,50.9565
614,442871,175,148.533,55.4994,139.306,54.2152
615,443572,182,137.559,52.6212,134.703,51.2072
616,444269,187,129.976,50.6323,131.877,50.9565
617,444969,179,142.209,53.8409,137.05,52.2782
618,445672,182,137.559,52.6212,138.6,51.663
619,446366,187,129.976,50.6323,134.406,51.663
620,447064,182,137.559,52.6212,134.361,50.4324
621,447757,177,145.353,54.6654,140.24,52.7112
622,448451,184,134.501,51.8192,138.349,51.1616
623,449142,185,132.984,51.4214,133.427,50.9793
624,449832,178,143.777,54.252,137.278,51.9364
625,450529,178,143.777,54.252,139.329,51.5718
626,451218,185,132.984,51.4214,134.293,52.0504
627,451908,181,139.101,53.0255,135.045,53.167
628,452604,177,145.353,54.6654,141.243,52.7112
629,453291,183,136.026,52.2191,135.364,50.6147
630,453977,188,128.484,50.2409,131.718,50.9793
631,454668,183,136.026,52.2191,136.435,51.5034
632,455357,183,136.026,52.2191,137.984,52.1415
633,456045,183,136.026,52.2191,138.28,54.99
634,456733,176,146.938,55.0812,141.471,59.0463
635,457420,184,134.501,51.8192,135.979,52.415
636,458109,180,140.651,53.4321,133.518,51.3211
637,458801,176,146.938,55.0812,137.961,53.3037
638,459502,175,148.533,55.4994,139.055,51.9136
639,460205,183,136.026,52.2191,134.498,51.1616
640,460908,184,134.501,51.8192,134.566,51.2528
641,461618,178,143.777,54.252,140.468,53.053
642,462321,180,140.651,53.4321,134.657,51.5946
643,463026,186,131.476,51.0258,132.697,49.612
644,463733,181,139.101,53.0255,138.805,54.1241
645,464443,180,140.651,53.4321,136.48,51.5946
646,465148,183,136.026,52.2191,133.335,50.5463
647,465663,185,132.984,51.4214,130.077,52.4833
648,466467,166,163.305,59.3739,145.869,49.3842
649,467190,183,136.026,52.2191,131.991,50.8882
650,467907,184,134.501,51.8192,131.991,49.4525
651,468621,177,145.353,54.6654,136.913,53.3493
652,469342,180,140.651,53.4321,137.095,51.1616
653,470058,181,139.101,53.0255,132.128,50.6603
654,470778,183,136.026,52.2191,133.86,50.7059
655,471505,178,143.777,54.252,139.078,50.8426
656,472227,183,136.026,52.2191,132.378,48.9968
657,472952,185,132.984,51.4214,130.487,48.7461
658,473673,181,139.101,53.0255,137.665,50.5691
659,474399,182,137.559,52.6212,134.52,49.8399
660,475121,180,140.651,53.4321,131.626,50.9565
661,475842,181,139.101,53.0255,133.746,51.3439
662,476564,177,145.353,54.6654,138.691,51.0021
663,477284,182,137.559,52.6212,131.512,49.3386
664,477999,186,131.476,51.0258,129.461,53.8506
665,478715,179,142.209,53.8409,137.756,51.2528
666,479431,183,136.026,52.2191,133.267,50.5236
667,480141,188,128.484,50.2409,130.783,50.5236
668,480850,184,134.501,51.8192,133.837,52.0959
669,481568,176,146.938,55.0812,137.506,51.2756
670,482282,183,136.026,52.2191,131.945,51.0249
671,482993,186,131.476,51.0258,131.193,50.1589
672,483710,174,150.136,55.9199,138.44,54.0101
673,484423,184,134.501,51.8192,133.951,51.8453
674,485145,183,136.026,52.2191,131.33,49.7488
675,485858,177,145.353,54.6654,137.027,53.8734
676,486577,181,139.101,53.0255,136.959,51.7085
677,487283,183,136.026,52.2191,132.515,51.3439
678,487995,181,139.101,53.0255,135.774,52.6656
679,488715,177,145.353,54.6654,139.762,51.7541
680,489429,184,134.501,51.8192,133.654,51.5718
681,490139,184,134.501,51.8192,133.085,50.2045
682,490850,174,150.136,55.9199,140.856,54.9444
683,491561,182,137.559,52.6212,137.506,52.7796
684,492268,182,137.559,52.6212,134.703,51.8225
685,492976,183,136.026,52.2191,137.506,52.301
686,493690,178,143.777,54.252,142.724,53.6455
687,494395,181,139.101,53.0255,136.435,51.5262
688,495105,183,136.026,52.2191,135.159,51.3895
689,495813,182,137.559,52.6212,137.46,51.3895
690,496519,176,146.938,55.0812,143.134,52.9391
691,497224,178,143.777,54.252,138.463,51.8908
692,497927,182,137.559,52.6212,135.364,52.0731
693,498632,184,134.501,51.8192,137.734,53.0302
694,499352,176,146.938,55.0812,142.929,51.9136
695,500068,184,134.501,51.8192,135.888,50.9793
696,500782,184,134.501,51.8192,134.065,52.2555
697,501497,179,142.209,53.8409,137.711,51.4807
698,502218,175,148.533,55.4994,140.628,51.3895
699,502933,180,140.651,53.4321,134.179,50.5008
700,503650,181,139.101,53.0255,133.541,54.7166
701,504365,174,150.136,55.9199,139.921,51.8225
702,505080,181,139.101,53.0255,137.779,51.3667
703,505789,184,134.501,51.8192,133.677,50.4552
704,506504,183,136.026,52.2191,134.726,60.6187
705,507221,175,148.533,55.4994,140.628,54.671
706,507931,184,134.501,51.8192,136.024,52.0731
707,508638,185,132.984,51.4214,133.677,51.0705
708,509342,182,137.559,52.6212,136.207,52.0731
709,510057,175,148.533,55.4994,142.177,53.6911
710,510761,180,140.651,53.4321,135.797,52.4378
711,511250,193,121.14,48.3148,125.36,48.2903
712,512060,172,153.371,56.7683,141.083,46.3533
713,512794,174,150.136,55.9199,139.716,53.8278
714,513514,181,139.101,53.0255,135.113,51.1616
715,514233,181,139.101,53.0255,132.082,50.3185
716,514945,178,143.777,54.252,136.366,52.5289
717,515668,175,148.533,55.4994,140.149,51.7313
718,516379,182,137.559,52.6212,133.609,51.549
719,517092,183,136.026,52.2191,133.039,50.045
720,517808,173,151.749,56.3429,140.081,52.6884
721,518524,179,142.209,53.8409,136.275,50.7514
722,519237,183,136.026,52.2191,133.632,51.0477
723,519952,174,150.136,55.9199,137.734,51.5946
724,520680,174,150.136,55.9199,139.602,51.3667
725,521397,181,139.101,53.0255,133.882,52.2327
726,522116,189,127,49.8517,134.087,52.2555
727,522840,176,146.938,55.0812,139.397,52.2555
728,523554,182,137.559,52.6212,133.153,50.4324
729,524266,184,134.501,51.8192,131.307,55.104
730,524981,173,151.749,56.3429,138.736,51.8681
731,525695,180,140.651,53.4321,135.865,50.9337
732,526407,185,132.984,51.4214,132.219,54.557
733,527115,180,140.651,53.4321,137.415,54.557
734,527826,178,143.777,54.252,137.551,52.1415
735,528527,187,129.976,50.6323,133.746,51.7541
736,529024,187,129.976,50.6323,128.277,53.7367
737,529827,169,158.294,58.0595,147.76,50.7286
738,530541,182,137.559,52.6212,133.267,51.663
739,531243,180,140.651,53.4321,132.675,50.5008
740,531943,177,145.353,54.6654,138.053,54.3975
741,532645,178,143.777,54.252,138.486,52.8707
742,533341,182,137.559,52.6212,133.609,51.8225
743,534035,180,140.651,53.4321,137.232,53.3949
744,534737,172,153.371,56.7683,140.559,52.7568
745,535432,182,137.559,52.6212,135.295,52.5745
746,536128,184,134.501,51.8192,134.657,50.9793
747,536828,172,153.371,56.7683,141.949,55.3546
748,537527,178,143.777,54.252,138.394,53.0986
749,538228,181,139.101,53.0255,135.819,52.2782
750,538925,175,148.533,55.4994,138.645,53.6683
751,539626,172,153.371,56.7683,143.408,53.5088
752,540322,181,139.101,53.0255,136.822,52.6428
753,541020,183,136.026,52.2191,136.321,52.1415
754,541718,174,150.136,55.9199,142.268,53.7367
755,542422,174,150.136,55.9199,141.676,53.053
756,543120,183,136.026,52.2191,137.164,51.8453
757,543821,178,143.777,54.252,138.258,55.6053
758,544518,171,155.002,57.1962,144.502,53.805
759,545213,179,142.209,53.8409,140.901,52.5745
760,545911,180,140.651,53.4321,137.301,60.5275
761,546406,184,134.501,51.8192,131.695,51.7085
762,547199,163,168.408,60.7123,151.042,52.5061
763,547914,181,139.101,53.0255,139.055,51.6402
764,548617,181,139.101,53.0255,136.116,51.6402
765,549314,182,137.559,52.6212,137.574,62.3962
766,549838,180,140.651,53.4321,136.503,52.7112
767,550629,170,156.643,57.6266,145.14,48.4043
768,551338,176,146.938,55.0812,140.081,53.3949
769,552043,176,146.938,55.0812,143.271,52.8935
770,552737,184,134.501,51.8192,135.409,52.415
771,553433,181,139.101,53.0255,135.113,51.2756
772,554127,179,142.209,53.8409,138.167,52.5061
773,554822,175,148.533,55.4994,143.795,55.0584
774,555515,179,142.209,53.8409,137.848,53.0758
775,556204,183,136.026,52.2191,135.523,51.7085
776,556896,180,140.651,53.4321,136.982,51.116
777,557591,166,163.305,59.3739,143.636,55.6053
778,558286,181,139.101,53.0255,139.032,52.9619
779,558981,183,136.026,52.2191,134.999,51.7541
780,559676,182,137.559,52.6212,136.047,50.911
781,560378,177,145.353,54.6654,141.927,54.5115
782,561085,177,145.353,54.6654,139.397,52.301
783,561786,184,134.501,51.8192,131.467,51.3667
784,562494,186,131.476,51.0258,131.421,49.3842
785,563203,173,151.749,56.3429,139.192,52.6201
786,563906,184,134.501,51.8192,135.295,51.2072
787,564606,186,131.476,51.0258,132.15,50.3413
788,565308,187,129.976,50.6323,133.723,50.8198
789,566014,176,146.938,55.0812,139.283,51.7541
790,566711,184,134.501,51.8192,135.136,50.7514
791,567406,187,129.976,50.6323,132.082,51.7769
792,568104,179,142.209,53.8409,134.065,53.5544
793,568806,176,146.938,55.0812,139.01,52.301
794,569497,185,132.984,51.4214,133.153,50.3868
795,570185,188,128.484,50.2409,130.578,54.2836
796,570874,178,143.777,54.252,137.939,52.0731
797,571567,181,139.101,53.0255,136.047,51.2528
798,572256,184,134.501,51.8192,131.9,50.3868
799,572951,182,137.559,52.6212,132.264,54.4887
800,573648,177,145.353,54.6654,139.397,52.2099
801,574344,182,137.559,52.6212,134.293,50.9565
802,575040,184,134.501,51.8192,131.216,56.6308
803,575740,182,137.559,52.6212,133.951,51.3211
804,576448,173,151.749,56.3429,139.078,52.8707
805,577147,180,140.651,53.4321,133.814,52.3238
806,577848,183,136.026,52.2191,131.33,50.5691
807,578549,182,137.559,52.6212,134.68,51.7541
808,579253,178,143.777,54.252,139.693,52.734
809,579951,181,139.101,53.0255,133.746,52.3922
810,580647,185,132.984,51.4214,132.014,51.1616
811,581344,178,143.777,54.252,137.232,53.6227
812,582049,175,148.533,55.4994,139.488,52.1415
813,582747,184,134.501,51.8192,134.452,52.2782
814,583447,184,134.501,51.8192,134.224,51.0249
815,584153,177,145.353,54.6654,140.309,54.1697
816,584862,184,134.501,51.8192,137.551,52.5745
817,585568,185,132.984,51.4214,133.7,51.5034
818,586280,181,139.101,53.0255,135.181,51.3439
819,587005,178,143.777,54.252,141.015,51.3439
820,587729,179,142.209,53.8409,133.791,49.5437
821,588447,183,136.026,52.2191,130.897,49.4297
822,589170,174,150.136,55.9199,139.01,51.1844
823,589891,183,136.026,52.2191,134.839,49.9539
824,590607,181,139.101,53.0255,131.33,51.8453
825,591321,180,140.651,53.4321,135.09,50.797
826,592048,180,140.651,53.4321,136.868,50.2501
827,592770,187,129.976,50.6323,131.512,51.2528
828,593490,181,139.101,53.0255,132.538,50.5008
829,594222,166,163.305,59.3739,137.62,50.2957
830,594949,181,139.101,53.0255,129.553,48.4954
831,595673,187,129.976,50.6323,128.299,52.6428
832,596403,180,140.651,53.4321,135.956,50.2729
833,597127,185,132.984,51.4214,131.809,49.2702
834,597854,186,131.476,51.0258,128.846,57.4967
835,598581,178,143.777,54.252,134.475,52.4833
836,599313,179,142.209,53.8409,133.563,50.045
837,600043,184,134.501,51.8192,129.188,49.4069
838,600769,186,131.476,51.0258,131.444,50.9565
839,601502,179,142.209,53.8409,136.685,50.9793
840,602234,188,128.484,50.2409,129.279,50.1817
841,602963,189,127,49.8517,127.889,48.541
842,603701,179,142.209,53.8409,136.571,53.0758
843,604434,181,139.101,53.0255,131.239,50.8882
844,605172,186,131.476,51.0258,128.846,49.0879
845,605907,179,142.209,53.8409,136.047,53.0075
846,606651,182,137.559,52.6212,134.179,50.4324
847,607386,187,129.976,50.6323,130.396,49.726
848,608122,182,137.559,52.6212,132.994,50.478
849,608863,176,146.938,55.0812,138.28,50.8654
850,609599,183,136.026,52.2191,129.735,49.4981
851,610334,176,146.938,55.0812,128.596,48.6094
852,611069,176,146.938,55.0812,136.503,50.1362
853,611809,181,139.101,53.0255,133.085,49.6576
854,612544,182,137.559,52.6212,130.35,50.2501
855,613280,187,129.976,50.6323,132.88,51.116
856,614026,181,139.101,53.0255,137.506,49.8399
857,614771,183,136.026,52.2191,129.553,48.2675
858,615516,189,127,49.8517,128.094,52.8252
859,616255,180,140.651,53.4321,134.703,49.6348
860,617003,184,134.501,51.8192,132.925,49.1563
861,617744,188,128.484,50.2409,128.504,49.5209
862,618486,187,129.976,50.6323,130.533,57.7246
863,619234,183,136.026,52.2191,136.48,51.0705
864,619975,185,132.984,51.4214,129.325,49.9766
865,620711,185,132.984,51.4214,127.228,48.6094
866,621448,181,139.101,53.0255,133.7,52.0504
867,622192,177,145.353,54.6654,133.427,50.1362
868,622927,184,134.501,51.8192,128.732,48.8828
869,623662,183,136.026,52.2191,129.803,48.7917
870,624402,177,145.353,54.6654,136.366,52.4378
871,625140,185,132.984,51.4214,130.669,49.8399
872,625873,186,131.476,51.0258,128.049,49.0651
873,626609,180,140.651,53.4321,133.176,51.2072
874,627351,178,143.777,54.252,134.179,50.0678
875,628087,185,132.984,51.4214,129.712,49.6348
876,628820,188,128.484,50.2409,130.054,49.8855
877,629561,181,139.101,53.0255,136.457,50.9565
878,630298,184,134.501,51.8192,129.074,50.2957
879,631036,184,134.501,51.8192,127.57,48.3359
880,631778,177,145.353,54.6654,136.64,50.8654
881,632521,186,131.476,51.0258,130.738,49.0423
882,633260,189,127,49.8517,128.254,48.6094
883,634007,175,148.533,55.4994,136.982,50.2957
884,634753,185,132.984,51.4214,130.897,48.9284
885,635493,188,128.484,50.2409,128.094,50.5236
886,636233,179,142.209,53.8409,134.11,49.6576
887,636985,186,131.476,51.0258,133.404,49.1563
888,637723,189,127,49.8517,128.755,51.2984
889,638461,185,132.984,51.4214,133.062,49.9539
890,639206,183,136.026,52.2191,133.837,49.293
891,639945,185,132.984,51.4214,129.575,51.5718
892,640679,183,136.026,52.2191,132.287,49.8171
893,641423,184,134.501,51.8192,134.133,56.2662
894,642154,190,125.523,49.4644,129.94,49.4525
895,642886,184,134.501,51.8192,132.264,50.4324
896,643620,182,137.559,52.6212,137.642,50.4096
897,644351,188,128.484,50.2409,131.034,50.0678
898,645079,188,128.484,50.2409,129.53,48.6777
899,645812,180,140.651,53.4321,137.483,53.167
900,646538,187,129.976,50.6323,133.199,50.911
901,647043,198,113.984,46.4378,125.155,49.3158
902,647893,172,153.371,56.7683,141.562,48.1764
903,648650,185,132.984,51.4214,133.29,49.726
904,649393,182,137.559,52.6212,131.216,49.0423
905,650140,183,136.026,52.2191,133.654,49.8171
906,650890,181,139.101,53.0255,137.597,50.2957
907,651634,185,132.984,51.4214,130.419,49.9311
908,652373,186,131.476,51.0258,129.279,48.3815
909,653115,177,145.353,54.6654,137.528,52.301
910,653853,183,136.026,52.2191,132.196,50.3185
911,654589,188,128.484,50.2409,130.51,49.293
912,655325,185,132.984,51.4214,134.429,50.3413
913,656069,179,142.209,53.8409,138.759,50.0906
914,656804,185,132.984,51.4214,131.695,48.9284
915,657540,185,132.984,51.4214,130.601,49.1791
916,658273,176,146.938,55.0812,137.346,50.5691
917,659010,179,142.209,53.8409,135.614,49.7488
918,659741,189,127,49.8517,131.968,49.5437
919,660473,185,132.984,51.4214,133.541,52.2327
920,661204,182,137.559,52.6212,138.85,50.4324
921,661945,184,134.501,51.8192,137.87,50.3185
922,662680,193,121.14,48.3148,133.404,49.5892
923,663415,187,129.976,50.6323,133.7,51.549
924,664148,184,134.501,51.8192,138.349,58.6589
925,664882,179,142.209,53.8409,140.992,50.8198
926,665606,190,125.523,49.4644,133.814,50.7514
927,666333,190,125.523,49.4644,132.583,48.9968
928,667064,179,142.209,53.8409,141.175,53.5772
929,667789,185,132.984,51.4214,138.098,51.1844
930,668515,183,136.026,52.2191,134.999,50.1817
931,669238,190,125.523,49.4644,136.776,50.7514
932,669972,177,145.353,54.6654,142.724,51.9592
933,670694,187,129.976,50.6323,136.435,51.1844
934,671418,188,128.484,50.2409,134.634,50.0906
935,672146,186,131.476,51.0258,139.26,51.4807
936,672874,179,142.209,53.8409,142.2,51.2072
937,673599,189,127,49.8517,135.5,50.8426
938,674327,184,134.501,51.8192,134.498,49.6804
939,675054,180,140.651,53.4321,139.01,51.2528
940,675783,177,145.353,54.6654,141.425,51.1616
941,676501,182,137.559,52.6212,134.384,50.911
942,677002,194,119.694,47.9355,127.98,46.0115
943,677829,172,153.371,56.7683,141.197,44.9177
944,678576,179,142.209,53.8409,140.536,50.5463
945,679315,181,139.101,53.0255,136.617,49.5892
946,680041,190,125.523,49.4644,130.464,48.4726
947,680769,186,131.476,51.0258,133.335,49.4297
948,681499,179,142.209,53.8409,139.579,50.6831
949,682224,182,137.559,52.6212,136.366,49.5209
950,682951,187,129.976,50.6323,132.88,53.3949
951,683671,176,146.938,55.0812,139.283,50.7742
952,684396,182,137.559,52.6212,137.916,49.9083
953,685117,185,132.984,51.4214,132.697,53.7139
954,685844,172,153.371,56.7683,140.992,51.1844
955,686565,183,136.026,52.2191,136.617,49.2246
956,687285,182,137.559,52.6212,132.925,54.2152
957,688003,181,139.101,53.0255,141.106,51.0705
958,688723,183,136.026,52.2191,137.323,61.0517
959,689442,188,128.484,50.2409,122.374,60.801
960,690160,182,137.559,52.6212,135.409,50.7059
961,690881,185,132.984,51.4214,140.81,51.663
962,691591,184,134.501,51.8192,136.526,51.0477
963,692303,105,291.458,92.9858,136.275,50.797
964,693020,172,153.371,56.7683,141.858,54.0329
965,693732,180,140.651,53.4321,138.964,51.9592
966,694441,174,150.136,55.9199,135.979,51.23
967,695147,182,137.559,52.6212,137.506,51.1388
968,695861,179,142.209,53.8409,143.271,54.1241
969,696566,180,140.651,53.4321,138.394,52.0504
970,697272,180,140.651,53.4321,136.321,51.5262
971,697985,178,143.777,54.252,143.59,51.5946
972,698684,184,134.501,51.8192,137.141,52.3466
973,699387,187,129.976,50.6323,135.751,49.8399
974,700090,179,142.209,53.8409,142.496,54.6938
975,700798,182,137.559,52.6212,139.784,51.8681
976,701498,183,136.026,52.2191,136.503,51.4351
977,702202,180,140.651,53.4321,139.944,52.734
978,702913,178,143.777,54.252,141.562,51.116
979,703616,184,134.501,51.8192,135.956,51.3439
980,704315,183,136.026,52.2191,135.409,50.2501
981,705019,178,143.777,54.252,140.628,53.0758
982,705730,177,145.353,54.6654,139.238,51.0933
983,706435,181,139.101,53.0255,134.931,50.5236
984,707139,185,132.984,51.4214,134.68,49.3614
985,707846,175,148.533,55.4994,140.423,53.805
986,708553,184,134.501,51.8192,136.936,51.2072
987,709255,187,129.976,50.6323,133.768,49.9766
988,709955,186,131.476,51.0258,134.68,50.3413
989,710660,177,145.353,54.6654,140.377,53.3721
990,711360,185,132.984,51.4214,134.657,50.9565
991,712054,185,132.984,51.4214,132.424,49.9083
992,712752,186,131.476,51.0258,134.384,49.4753
993,713453,178,143.777,54.252,139.602,53.6683
994,714145,185,132.984,51.4214,134.885,51.2072
995,714838,185,132.984,51.4214,132.037,50.0222
996,715532,182,137.559,52.6212,133.153,49.6804
997,716225,176,146.938,55.0812,138.827,53.5316
998,716917,181,139.101,53.0255,136.64,51.1388
999,717610,190,125.523,49.4644,131.923,50.5691
1000,718305,181,139.101,53.0255,132.31,48.8144
1001,719000,177,145.353,54.6654,139.26,53.6227
1002,719693,183,136.026,52.2191,135.409,51.2072
1003,720388,185,132.984,51.4214,132.447,50.045
1004,721083,184,134.501,51.8192,133.244,49.8171
1005,721780,176,146.938,55.0812,139.192,53.053
1006,722474,181,139.101,53.0255,134.065,50.9793
1007,723165,187,129.976,50.6323,130.92,49.5437
1008,723859,182,137.559,52.6212,133.791,50.478
1009,724556,175,148.533,55.4994,138.167,50.911
1010,725250,182,137.559,52.6212,132.424,48.8372
1011,725946,186,131.476,51.0258,129.188,48.6094
1012,726642,178,143.777,54.252,137.073,50.5919
1013,727336,181,139.101,53.0255,133.062,49.5892
1014,728026,183,136.026,52.2191,129.667,52.6884
1015,728715,183,136.026,52.2191,134.748,50.4552
1016,729408,183,136.026,52.2191,133.267,50.0222
1017,730093,183,136.026,52.2191,129.894,49.2474
1018,730779,184,134.501,51.8192,130.35,53.0302
1019,731464,181,139.101,53.0255,135.865,50.7742
1020,732153,181,139.101,53.0255,133.905,56.6763
1021,732835,183,136.026,52.2191,129.781,50.0678
1022,733520,182,137.559,52.6212,130.624,49.5665
1023,734203,180,140.651,53.4321,134.976,51.4579
1024,734889,177,145.353,54.6654,137.688,52.8935
1025,735565,183,136.026,52.2191,130.51,50.9793
1026,736242,184,134.501,51.8192,131.216,50.5919
1027,736922,184,134.501,51.8192,133.518,50.6831
1028,737601,183,136.026,52.2191,135.272,50.9337
1029,738281,179,142.209,53.8409,138.987,53.3721
1030,738965,176,146.938,55.0812,140.4,52.4833
1031,739643,180,140.651,53.4321,134.52,52.1187
1032,740322,184,134.501,51.8192,132.583,50.6603
1033,741002,178,143.777,54.252,140.719,54.7621
1034,741684,180,140.651,53.4321,138.212,52.415
1035,742363,183,136.026,52.2191,136.275,52.0048
1036,743047,184,134.501,51.8192,137.711,51.23
1037,743730,176,146.938,55.0812,144.388,55.6053
1038,744415,180,140.651,53.4321,140.263,52.9847
1039,745097,181,139.101,53.0255,136.685,51.8453
1040,745782,184,134.501,51.8192,138.03,51.0705
1041,746473,175,148.533,55.4994,144.046,53.5544
1042,747159,183,136.026,52.2191,138.6,51.6857
1043,747848,182,137.559,52.6212,136.207,51.23
1044,748544,181,139.101,53.0255,138.486,52.3238
1045,749247,174,150.136,55.9199,142.246,51.1616
1046,749948,182,137.559,52.6212,136.526,49.4069
1047,750652,185,132.984,51.4214,133.108,49.726
1048,751359,180,140.651,53.4321,135.797,49.9766
1049,752064,176,146.938,55.0812,136.776,49.9766
1050,752768,180,140.651,53.4321,135.888,53.5316
1051,753472,179,142.209,53.8409,140.035,50.7742
1052,754183,181,139.101,53.0255,137.141,50.0678
1053,754886,183,136.026,52.2191,132.31,52.301
1054,755590,186,131.476,51.0258,133.016,49.2702
1055,756295,179,142.209,53.8409,139.101,53.2126
1056,757000,183,136.026,52.2191,136.024,50.7059
1057,757699,187,129.976,50.6323,132.47,49.5209
1058,758397,187,129.976,50.6323,134.338,49.726
1059,759105,174,150.136,55.9199,139.693,52.4378
1060,759803,184,134.501,51.8192,133.654,50.1589
1061,760499,187,129.976,50.6323,130.373,49.2018
1062,761201,182,137.559,52.6212,134.498,49.4525
1063,761905,186,131.476,51.0258,135.523,49.7715
1064,762608,178,143.777,54.252,137.802,51.8225
1065,763312,183,136.026,52.2191,139.443,51.2528
1066,764011,186,131.476,51.0258,132.902,50.7286
1067,764717,184,134.501,51.8192,131.444,49.2474
1068,765422,182,137.559,52.6212,134.908,50.9337
1069,766131,180,140.651,53.4321,139.488,50.8882
1070,766837,186,131.476,51.0258,132.811,50.5919
1071,767542,187,129.976,50.6323,131.193,49.5209
1072,768249,181,139.101,53.0255,136.868,51.9364
1073,768968,182,137.559,52.6212,137.095,50.4096
1074,769457,197,115.4,46.8094,124.927,44.9633
1075,770261,174,150.136,55.9199,137.437,44.3708
1076,770992,180,140.651,53.4321,136.868,50.1817
1077,771707,183,136.026,52.2191,133.381,48.974
1078,772420,189,127,49.8517,129.872,49.7943
1079,773131,185,132.984,51.4214,133.495,50.364
1080,773846,179,142.209,53.8409,138.486,50.6147
1081,774552,188,128.484,50.2409,131.945,49.0651
1082,775256,188,128.484,50.2409,130.624,53.5772
1083,775958,176,146.938,55.0812,139.306,50.7742
1084,776663,183,136.026,52.2191,135.819,49.9083
1085,777363,183,136.026,52.2191,132.697,53.1214
1086,778062,182,137.559,52.6212,139.238,51.2984
1087,778769,182,137.559,52.6212,137.939,49.9311
1088,779471,189,127,49.8517,131.809,52.9619
1089,780177,181,139.101,53.0255,139.055,50.8882
1090,780884,180,140.651,53.4321,137.073,50.5691
1091,781589,188,128.484,50.2409,133.928,52.2555
1092,782293,183,136.026,52.2191,136.343,50.7742
1093,783006,181,139.101,53.0255,136.685,50.7742
1094,783711,187,129.976,50.6323,131.148,49.8627
1095,784422,185,132.984,51.4214,132.948,49.8627
1096,785131,181,139.101,53.0255,134.293,50.1362
1097,785835,179,142.209,53.8409,136.435,52.5745
1098,786547,180,140.651,53.4321,138.896,51.4579
1099,787253,187,129.976,50.6323,132.88,51.0477
1100,787962,188,128.484,50.2409,131.9,49.7488
1101,788669,180,140.651,53.4321,137.916,52.5973
1102,789384,180,140.651,53.4321,137.893,50.7286
1103,790095,185,132.984,51.4214,133.723,50.1817
1104,790810,188,128.484,50.2409,134.771,50.5236
1105,791528,179,142.209,53.8409,140.217,52.301
1106,792237,186,131.476,51.0258,134.156,51.0021
1107,792950,186,131.476,51.0258,132.561,49.7032
1108,793660,179,142.209,53.8409,138.326,51.0249
1109,794380,183,136.026,52.2191,138.486,50.5691
1110,795091,182,137.559,52.6212,133.974,49.5665
1111,795805,185,132.984,51.4214,135.683,51.549
1112,796530,175,148.533,55.4994,141.516,51.0705
1113,797252,182,137.559,52.6212,136.503,49.4981
1114,797971,189,127,49.8517,133.882,53.8962
1115,798692,180,140.651,53.4321,142.656,51.7997
1116,799414,182,137.559,52.6212,138.6,50.7059
1117,800129,184,134.501,51.8192,133.108,51.8225
1118,800843,182,137.559,52.6212,137.369,51.2756
1119,801560,178,143.777,54.252,142.063,60.2541
1120,802045,200,111.172,45.7003,126.043,45.2823
1121,802866,174,150.136,55.9199,139.807,45.2823
1122,803613,179,142.209,53.8409,138.508,52.0731
1123,804342,182,137.559,52.6212,136.868,50.6831
1124,805060,186,131.476,51.0258,132.264,49.8855
1125,805777,182,137.559,52.6212,135.683,51.2984
1126,806501,179,142.209,53.8409,139.557,50.6603
1127,807215,180,140.651,53.4321,133.039,50.2957
