210468985,464709704,-867614350,-374051479
222793296,457391621,-872716493,-363925504
233042175,452850393,-875696469,-355942310
243356033,448154638,-878455404,-348098923
253594774,443347803,-880964184,-340523170
263403284,438731818,-883278249,-332977605
272784185,434240640,-885441821,-325481346
281681787,429762069,-887201669,-318990031
290411966,425214065,-888702794,-313021937
298965441,420713988,-889982443,-307363083
307533697,416288971,-891100505,-301640747
316260615,411851422,-892105809,-295676797
325297593,407510913,-892890939,-289453097
334421681,403273101,-893844712,-281950267
343599455,398882977,-894834596,-273905667
352422387,394548797,-895828641,-265597923
360658415,390245134,-896792590,-257514125
368199064,386022713,-897603591,-250288790
375166981,381843450,-898314587,-243716447
381683515,377738785,-898962742,-237525994
387997911,373637390,-899467544,-231801902
394190756,369385721,-899942575,-226252898
400235025,365195010,-900337744,-220812098
406188426,360969370,-900809202,-214886856
412116130,356858975,-901143882,-208981242
417954461,352760229,-901344378,-203406086
423432470,349009384,-901512525,-197721639
428998451,345342214,-901427915,-192477804
434455945,341843719,-901189273,-187533631
439785464,338401282,-900840936,-182967999
444899160,335086709,-900460822,-178513844
450029272,331984591,-899883603,-174322580
455052770,328806370,-899406443,-169709371
459721260,325566294,-899053926,-165183049
464134024,322384596,-898732611,-160774060
468405934,319176612,-898481076,-156124954
472557320,315716546,-898307295,-151584567
476488115,312074932,-898202235,-147385194
480084249,308557486,-898157777,-143336671
483507727,304921977,-898153003,-139590434
486856974,301406842,-898052600,-136188094
490097483,298182043,-897889039,-132697712
493296383,295316797,-897509653,-129786685
496752513,292989885,-896765880,-126989463
500169331,290755234,-895970801,-124297475
503679427,289029771,-894934736,-121581865
507237701,287804647,-893682629,-118875000
510777075,286753736,-892302658,-116563542
514433321,285796934,-890804136,-114292074
517889705,284883028,-889453011,-111463012
521183876,283538925,-888317634,-108558850
524205823,281855827,-887409229,-105789174
526696643,279834777,-886911605,-102918502
529075501,277382409,-886548814,-100452661
531058791,274718967,-886526047,-97463319
532637782,271565791,-886892198,-94301340
533980948,268001970,-887402776,-92071220
534932847,264747384,-888062665,-89503218
535284729,262314793,-888976812,-85413759
534848561,259810432,-890471882,-80030373
534057451,256732553,-892204973,-75913282
532726875,253663913,-894133721,-72822280
530941664,251037935,-896191907,-69587714
528871560,247909237,-898484683,-66952018
527085015,243883016,-900678628,-66345847
525963724,239491753,-902443128,-67256645
526052077,235307490,-903362509,-68970848
527247574,231735426,-903426676,-71065073
529965574,228143296,-902553496,-73523936
534189160,224744098,-900685011,-76151392
539665224,221864068,-897998274,-77835633
545933479,219619823,-894688268,-78600346
552590053,218020072,-891003794,-78381647
559283749,216467625,-887227734,-78008436
565964453,214828228,-883368750,-78193527
572440265,213509110,-879534483,-77888375
578196413,212568240,-876109091,-76537592
582205003,212603338,-873589603,-74832043
584068919,213484617,-872341164,-72319926
583943000,214436190,-872444642,-69206224
582158179,214379812,-873841627,-66749052
579106954,213160040,-876304811,-64879121
575374241,210916040,-879376471,-63854732
571645633,208014896,-882503257,-63722660
568312798,204897668,-885381500,-63707249
565710185,201875317,-887759407,-63427779
563922781,199195711,-889533150,-62963860
563037088,196969052,-890616474,-62480058
563120118,195219237,-890966674,-62330367
564001901,194301018,-890670308,-61456313
565371447,194217824,-889961345,-59370660
567005892,194514873,-888992974,-57282464
568771937,195001156,-887886678,-55242968
570286456,195836619,-886867369,-53001418
571474441,196804495,-886007885,-50955721
572282735,197585035,-885408669,-49250557
572869689,198312914,-884937973,-47943641
573225899,199041946,-884618244,-46545002
573494052,199539019,-884420140,-44847175
573798063,199612332,-884279328,-43385146
574058019,199710383,-884162176,-41855725
574216719,200004573,-884065488,-40287018
574547945,199987909,-883903185,-39193809
575008636,199915696,-883645524,-38611801
575586099,200067645,-883268086,-37849254
576255022,200397709,-882803575,-36745781
576912215,200857805,-882312363,-35704744
577379253,201310898,-881938597,-34827083
577588508,201901772,-881689964,-34227053
577501818,202662246,-881577071,-34103176
577119804,203841806,-881535317,-34615437
577062481,205431923,-881177393,-35277685
577123217,207284933,-880696829,-35444863
577240618,209063402,-880163352,-36328093
577702308,211904917,-879062178,-39083631
577862925,216703417,-877757773,-39709618
577656130,222696207,-876457016,-38267317
577465803,228487317,-875128590,-37393002
577016018,234482950,-873792985,-38439241
575007943,242486313,-872735171,-42674038
570445984,252837448,-872215152,-53168008
562744294,265193179,-872313345,-70501500
551589257,278447847,-872957522,-95297315
537446714,293479564,-872991917,-125802998
520579933,312166727,-871882796,-155848793
500856570,334763589,-870060155,-181639385
479054879,359362312,-867702573,-203417751
457309627,384191342,-864414924,-221296035
435353439,410326773,-860095271,-235064465
413306906,436828292,-855297744,-244429326
391858007,462412180,-849868058,-251529175
370295302,485966014,-843751293,-260237107
352233073,505635694,-834461856,-277235139
339245211,522313006,-820203558,-303791681
326038733,538418763,-806209721,-326727577
309225128,554342197,-796136067,-340840599
293085909,568799178,-785671340,-355260723
281743715,581009273,-771633289,-374903023
272596676,591989449,-755991191,-395775619
262227910,601695693,-743956226,-410669362
251566681,610550291,-733104705,-423581804
240953240,619510335,-721049760,-437215291
226354693,628886127,-710522334,-448714618
207646322,638088954,-702870331,-456749697
187621027,646772787,-695064675,-465069792
165900533,654825588,-688644741,-471561597
143931415,662290136,-683346324,-476040787
123591554,669317901,-676172536,-482131603
101933557,675801387,-669878849,-486914642
77564643,680883374,-668694442,-485953415
56101555,684593258,-670731605,-480858881
41573559,687128172,-672803365,-475797908
36005888,687967010,-675612765,-471034889
40607142,686558099,-680595445,-465510874
53310397,684332462,-686374667,-458975379
71355914,681224874,-693882910,-449765515
92327114,678894102,-700842934,-438542084
112826604,677733746,-707039320,-425398508
131799725,678054370,-710642458,-413255242
151024442,678601432,-711465966,-404263955
167282863,678418455,-714315518,-392988115
180728277,678176126,-718682638,-379249372
196709051,677599857,-718014230,-373551319
213753309,675616428,-714670647,-374191424
227470261,673396212,-713184154,-372940046
235741488,671336577,-716063662,-365933618
242456350,669558391,-718101581,-360774296
248643600,668821375,-717152743,-359816309
251326900,668678268,-716955989,-358608114
252520853,668351958,-716535263,-359218042
253721615,667774363,-715618166,-361268445
254583909,666837737,-715803811,-362023309
255816096,665220489,-716965233,-361828829
257574831,662941979,-718811380,-361100650
259401439,660395495,-721133921,-359827026
261765813,657580081,-723268220,-358986784
264256133,654803951,-725598582,-357531339
266300141,652719569,-727862922,-355216089
267659307,651211184,-730142435,-352270124
267440944,650298763,-733325151,-347476155
