2.948100e-01	2.733355e-01	2.257117e-01	3.837837e-01	4.345185e-01	5.316865e-01	9.599176e-02	4.084807e-03	1.099814e-01	2.014812e-02	5.512719e-01	5.230113e-01	5.613980e-01	5.749290e-01	6.962068e-01	9.042100e-01	9.991195e-01	9.566423e-01	7.771106e-01	3.665218e-01	1
5.616314e-01	3.938499e-01	1.076403e-01	1.576099e-01	1.953298e-01	2.912469e-01	1.079154e-03	2.184828e-01	4.999462e-01	5.848073e-01	1.215574e-02	1.081022e-02	6.195423e-05	2.679759e-02	6.258648e-02	2.345285e-01	5.073336e-01	7.534748e-01	9.068606e-01	9.991676e-01	1
4.545814e-01	2.912857e-01	1.943826e-01	2.928843e-01	3.338159e-01	4.709791e-01	1.729823e-02	1.362907e-01	2.660309e-01	3.185289e-01	3.256634e-01	2.131642e-01	1.422173e-01	4.963219e-02	2.234044e-03	3.007773e-01	7.036941e-01	9.247193e-01	9.993405e-01	9.121114e-01	1
3.226931e-01	2.442614e-01	2.237000e-01	3.390124e-01	3.892961e-01	5.308667e-01	3.667705e-02	1.183624e-01	2.395767e-01	2.845131e-01	6.421592e-01	4.727462e-01	3.042110e-01	1.316702e-01	2.701148e-03	2.978242e-01	7.268674e-01	9.597180e-01	9.809489e-01	8.714951e-01	1
2.108866e-01	1.821259e-01	9.172829e-02	2.255975e-01	3.658020e-01	5.205479e-01	3.910378e-02	1.059429e-01	1.781759e-01	1.913214e-01	3.950486e-01	2.644658e-01	1.395881e-01	6.191240e-02	9.394184e-03	3.296641e-01	7.308495e-01	9.506000e-01	9.870911e-01	8.596046e-01	0
2.938455e-01	2.021869e-01	9.896941e-02	3.532189e-01	5.213167e-01	7.011275e-01	2.073713e-01	2.338906e-01	2.991796e-01	3.128859e-01	4.608475e-01	2.821684e-01	1.871076e-01	8.116211e-02	4.077601e-03	3.254911e-01	7.369410e-01	9.748728e-01	9.845276e-01	8.838950e-01	1
5.032315e-01	4.615436e-01	3.872538e-01	5.495488e-01	6.480442e-01	8.195669e-01	4.684168e-01	4.284803e-01	2.324695e-01	4.170681e-02	5.650823e-01	4.019080e-01	2.691871e-01	1.160536e-01	9.635080e-04	3.158936e-01	7.408134e-01	9.633572e-01	9.562358e-01	8.504859e-01	1
4.145714e-01	3.609215e-01	2.591258e-01	3.759780e-01	4.315458e-01	5.359496e-01	3.166551e-02	5.266661e-02	1.437800e-01	1.269342e-01	3.572580e-01	2.293130e-01	1.280194e-01	5.177368e-02	1.290829e-02	2.964085e-01	6.688888e-01	9.121900e-01	9.900756e-01	9.292248e-01	1
2.361625e-01	1.417040e-01	1.202067e-01	3.551701e-01	5.840423e-01	9.176808e-01	3.734347e-01	3.586600e-01	3.309765e-01	3.019704e-01	3.123462e-01	1.810298e-01	8.389772e-02	3.459473e-02	5.676285e-03	3.305287e-01	7.187070e-01	9.371824e-01	9.946715e-01	9.068616e-01	1
2.001237e-01	1.461431e-01	1.248397e-01	3.247145e-01	4.855246e-01	6.941588e-01	9.707270e-02	2.568442e-02	3.675804e-02	8.071728e-02	3.106805e-01	1.918630e-01	1.382014e-01	7.017215e-02	2.040320e-02	3.357973e-01	7.262931e-01	9.431353e-01	9.994906e-01	9.156593e-01	1
