nan	nan	nan	
0.382684	0.641578	0.001153	
0.382301	0.641413	0.001152	
0.080798	0.456984	0.001056	
0.080797	0.456984	0.001056	
0.080799	0.456986	0.001056	
0.081556	0.457959	0.001056	
0.112030	0.491781	0.001073	
0.009431	0.262856	0.000955	
0.000072	0.051285	0.000767	
0.000353	0.090836	0.000824	
0.000353	0.090839	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090840	0.000824	
0.000353	0.090841	0.000824	
0.000354	0.090847	0.000824	
0.000355	0.090947	0.000824	
0.000373	0.092529	0.000826	
0.000715	0.115960	0.000850	
0.003667	0.198080	0.000915	
0.005121	0.219466	0.000929	
0.005237	0.220963	0.000930	
0.005244	0.221052	0.000930	
0.005245	0.221057	0.000930	
0.005245	0.221057	0.000930	
0.005245	0.221057	0.000930	
0.005245	0.221057	0.000930	
0.005245	0.221057	0.000930	
0.005245	0.221057	0.000930	
0.005245	0.221057	0.000930	
0.005245	0.221057	0.000930	
0.005245	0.221057	0.000930	
0.005245	0.221057	0.000930	
0.005245	0.221057	0.000930	
0.005245	0.221057	0.000930	
0.005245	0.221057	0.000930	
0.005245	0.221057	0.000930	
0.005245	0.221057	0.000930	
0.005245	0.221057	0.000930	
