num, time, PAT, eSBP, eDBP, tSBP, tDBP
95,79099,165,0,0,0,0
96,79771,169,0,0,0,0
97,80442,160,0,0,0,0
98,81113,161,0,0,0,0
99,81794,164,0,0,0,0
100,82484,165,0,0,0,0
101,83175,162,0,0,0,0
102,83822,171,0,0,0,0
103,84472,170,0,0,0,0
104,85131,167,0,0,0,0
105,85823,167,0,0,0,0
106,86537,166,0,0,0,0
107,87207,169,0,0,0,0
108,87844,200,0,0,0,0
109,88465,187,0,0,0,0
110,89078,185,0,0,0,0
111,89705,185,0,0,0,0
112,90370,183,0,0,0,0
113,91065,151,0,0,0,0
114,91800,165,0,0,0,0
115,92548,167,0,0,0,0
116,93288,155,0,0,0,0
117,94009,155,0,0,0,0
118,94696,154,0,0,0,0
119,95348,153,0,0,0,0
120,95990,159,0,0,0,0
121,96606,170,0,0,0,0
122,97215,169,0,0,0,0
123,97861,168,0,0,0,0
124,98555,167,0,0,0,0
125,99297,157,0,0,0,0
126,100023,154,0,0,0,0
127,100770,151,0,0,0,0
128,101479,206,0,0,0,0
129,102165,209,0,0,0,0
130,102838,211,0,0,0,0
131,103523,224,0,0,0,0
132,104210,212,0,0,0,0
133,104900,171,0,0,0,0
134,105610,168,0,0,0,0
135,106353,168,0,0,0,0
136,107058,164,0,0,0,0
137,107785,167,0,0,0,0
138,108527,167,0,0,0,0
139,109232,157,0,0,0,0
140,109931,227,0,0,0,0
141,110633,216,0,0,0,0
142,111320,211,0,0,0,0
143,111994,210,0,0,0,0
144,112676,218,0,0,0,0
145,113367,149,0,0,0,0
146,114040,160,0,0,0,0
147,114730,157,0,0,0,0
148,115447,157,0,0,0,0
149,116135,162,0,0,0,0
150,116836,158,0,0,0,0
151,117299,202,0,0,0,0
152,117782,217,0,0,0,0
153,118197,216,0,0,0,0
154,118875,199,0,0,0,0
155,119540,206,0,0,0,0
156,120213,149,0,0,0,0
157,120902,151,0,0,0,0
158,121600,155,0,0,0,0
159,122301,166,0,0,0,0
160,123011,164,0,0,0,0
161,123711,168,0,0,0,0
162,124373,155,0,0,0,0
163,125030,153,0,0,0,0
164,125682,155,0,0,0,0
165,126346,154,0,0,0,0
166,127008,149,0,0,0,0
167,127699,165,0,0,0,0
168,128412,162,0,0,0,0
169,129160,161,0,0,0,0
170,129873,168,0,0,0,0
171,130563,159,0,0,0,0
172,131256,158,0,0,0,0
173,131939,165,0,0,0,0
174,132601,166,0,0,0,0
175,133275,129,0,0,0,0
176,133985,139,0,0,0,0
177,134697,138,0,0,0,0
178,135411,132,0,0,0,0
179,136197,131,0,0,0,0
180,137024,166,0,0,0,0
181,137825,168,0,0,0,0
182,138546,167,0,0,0,0
183,139234,170,0,0,0,0
184,139912,169,0,0,0,0
185,140593,173,0,0,0,0
186,141263,165,0,0,0,0
187,141944,164,0,0,0,0
188,142668,163,0,0,0,0
189,143467,159,0,0,0,0
190,144280,152,0,0,0,0
191,145019,160,0,0,0,0
192,145376,167,0,0,0,0
193,145789,169,0,0,0,0
194,146554,175,0,0,0,0
195,147256,177,0,0,0,0
196,147938,159,0,0,0,0
197,148912,151,0,0,0,0
198,149213,150,0,0,0,0
199,149832,149,0,0,0,0
200,150466,146,0,0,0,0
201,151130,159,0,0,0,0
202,151828,159,0,0,0,0
203,152502,160,0,0,0,0
204,153192,158,0,0,0,0
205,153901,157,0,0,0,0
206,154583,164,0,0,0,0
207,155257,164,0,0,0,0
208,155933,160,0,0,0,0
209,156627,159,0,0,0,0
210,157342,158,0,0,0,0
211,158076,157,0,0,0,0
212,158771,157,0,0,0,0
213,159451,157,0,0,0,0
214,160128,157,0,0,0,0
215,160817,156,0,0,0,0
216,161539,156,0,0,0,0
217,162267,156,0,0,0,0
218,163008,155,0,0,0,0
219,163766,155,0,0,0,0
220,164539,156,0,0,0,0
221,165237,156,0,0,0,0
222,165937,156,0,0,0,0
223,166643,156,0,0,0,0
224,167382,157,0,0,0,0
225,168083,156,0,0,0,0
226,168805,156,0,0,0,0
227,169560,156,0,0,0,0
228,170334,156,0,0,0,0
229,171124,156,0,0,0,0
230,171888,157,0,0,0,0
231,172584,158,0,0,0,0
232,173263,158,0,0,0,0
233,173940,158,0,0,0,0
234,174632,158,0,0,0,0
235,175325,157,0,0,0,0
236,176059,155,0,0,0,0
237,176835,154,0,0,0,0
238,177636,154,0,0,0,0
239,178397,156,0,0,0,0
240,179121,157,0,0,0,0
241,179829,157,0,0,0,0
242,180526,158,0,0,0,0
243,181205,157,0,0,0,0
244,181889,154,0,0,0,0
245,182573,153,0,0,0,0
246,182899,152,0,0,0,0
247,183260,151,0,0,0,0
248,183565,150,0,0,0,0
249,183978,153,0,0,0,0
250,184733,152,0,0,0,0
251,185466,154,0,0,0,0
252,186211,155,0,0,0,0
253,186962,154,0,0,0,0
254,187694,155,0,0,0,0
255,188386,156,0,0,0,0
256,189075,153,0,0,0,0
257,189771,153,0,0,0,0
258,190463,154,0,0,0,0
259,191146,154,0,0,0,0
260,191845,152,0,0,0,0
261,192585,155,0,0,0,0
262,193337,158,0,0,0,0
263,194019,161,0,0,0,0
264,194680,163,0,0,0,0
265,195330,149,0,0,0,0
266,195971,142,0,0,0,0
267,196633,137,0,0,0,0
268,197272,133,0,0,0,0
269,197891,131,0,0,0,0
270,198509,147,0,0,0,0
271,199111,156,0,0,0,0
272,199713,158,0,0,0,0
273,200320,158,0,0,0,0
274,200921,157,0,0,0,0
275,201525,158,0,0,0,0
276,202126,155,0,0,0,0
277,202718,154,0,0,0,0
278,203314,128,0,0,0,0
279,203913,127,0,0,0,0
280,204509,126,0,0,0,0
281,205125,126,0,0,0,0
282,205738,107,0,0,0,0
283,206334,132,0,0,0,0
284,206925,132,0,0,0,0
285,207517,129,0,0,0,0
286,208109,216,0,0,0,0
287,208693,229,0,0,0,0
288,209281,249,0,0,0,0
289,209867,285,0,0,0,0
290,210455,287,0,0,0,0
291,211054,139,0,0,0,0
292,211643,152,0,0,0,0
293,212242,238,0,0,0,0
294,212830,199,0,0,0,0
295,213434,197,0,0,0,0
296,214038,197,0,0,0,0
297,214649,197,0,0,0,0
298,215242,101,0,0,0,0
299,215839,94,0,0,0,0
300,216441,98,0,0,0,0
301,217047,98,0,0,0,0
302,217642,89,0,0,0,0
303,218237,95,0,0,0,0
304,218840,123,0,0,0,0
305,219451,121,0,0,0,0
306,220056,122,0,0,0,0
307,220660,114,0,0,0,0
308,221278,132,0,0,0,0
309,221913,134,0,0,0,0
310,222557,131,0,0,0,0
311,223195,128,0,0,0,0
312,223857,125,0,0,0,0
313,224507,126,0,0,0,0
314,225159,124,0,0,0,0
315,225798,121,0,0,0,0
316,226447,122,0,0,0,0
317,227116,141,0,0,0,0
318,228420,140,0,0,0,0
319,229080,139,0,0,0,0
320,229767,144,0,0,0,0
321,230464,144,0,0,0,0
322,231149,144,0,0,0,0
323,231636,179,0,0,0,0
324,232419,181,0,0,0,0
325,233032,181,0,0,0,0
326,233429,226,0,0,0,0
327,234300,225,0,0,0,0
328,234979,191,0,0,0,0
329,235638,189,0,0,0,0
330,236330,189,0,0,0,0
331,237065,144,0,0,0,0
332,237755,145,0,0,0,0
333,238436,144,0,0,0,0
334,239135,145,0,0,0,0
335,239815,132,0,0,0,0
336,240476,131,0,0,0,0
337,241156,132,0,0,0,0
338,242451,133,0,0,0,0
339,243097,135,0,0,0,0
340,243762,147,0,0,0,0
341,244454,150,0,0,0,0
342,245155,214,0,0,0,0
343,245830,199,0,0,0,0
344,246487,198,0,0,0,0
345,247115,199,0,0,0,0
346,247735,198,0,0,0,0
347,248347,135,0,0,0,0
348,248968,150,0,0,0,0
349,249587,150,0,0,0,0
350,250235,149,0,0,0,0
351,250908,149,0,0,0,0
352,251585,148,0,0,0,0
353,252267,146,0,0,0,0
354,252961,146,0,0,0,0
355,253606,148,0,0,0,0
356,254863,142,0,0,0,0
357,255482,143,0,0,0,0
358,256120,146,0,0,0,0
359,256780,149,0,0,0,0
360,257473,148,0,0,0,0
361,258205,155,0,0,0,0
362,258938,155,0,0,0,0
363,259610,155,0,0,0,0
364,260270,155,0,0,0,0
365,260945,155,0,0,0,0
366,261666,157,0,0,0,0
367,262420,157,0,0,0,0
368,263203,157,0,0,0,0
369,263933,156,0,0,0,0
370,264663,136,0,0,0,0
371,265406,136,0,0,0,0
372,266175,136,0,0,0,0
373,266953,136,0,0,0,0
374,267674,140,0,0,0,0
375,268360,158,0,0,0,0
376,269036,157,0,0,0,0
377,269722,155,0,0,0,0
378,270452,153,0,0,0,0
379,271220,151,0,0,0,0
380,271929,151,0,0,0,0
381,272657,150,0,0,0,0
382,273427,152,0,0,0,0
383,274135,153,0,0,0,0
384,274790,148,0,0,0,0
385,275470,125,0,0,0,0
386,276147,129,0,0,0,0
387,276826,131,0,0,0,0
388,277550,137,0,0,0,0
389,280045,124,0,0,0,0
390,280807,171,0,0,0,0
391,282368,173,0,0,0,0
392,282944,168,0,0,0,0
393,283722,161,0,0,0,0
394,284457,160,0,0,0,0
395,285072,186,0,0,0,0
396,285452,186,0,0,0,0
397,285944,187,0,0,0,0
398,286734,188,0,0,0,0
399,287221,258,0,0,0,0
400,287782,253,0,0,0,0
401,288231,233,0,0,0,0
402,289935,336,0,0,0,0
403,291051,327,0,0,0,0
404,291780,258,0,0,0,0
405,292515,230,0,0,0,0
406,293247,229,0,0,0,0
407,293954,147,0,0,0,0
408,294649,151,0,0,0,0
409,295318,142,0,0,0,0
410,295995,153,0,0,0,0
411,296714,148,0,0,0,0
412,297486,147,0,0,0,0
413,298286,149,0,0,0,0
414,299078,152,0,0,0,0
415,299862,151,0,0,0,0
416,300601,155,0,0,0,0
417,301309,151,0,0,0,0
418,302026,151,0,0,0,0
419,302742,157,0,0,0,0
420,303434,156,0,0,0,0
421,304151,157,0,0,0,0
422,304904,142,0,0,0,0
423,305714,144,0,0,0,0
424,306539,142,0,0,0,0
425,307286,138,0,0,0,0
426,308020,129,0,0,0,0
427,308724,150,0,0,0,0
428,310718,147,0,0,0,0
429,311420,141,0,0,0,0
