196248755,86120586,1047655845,-96995136
196050514,86117234,1047711019,-96803083
195820608,86032767,1047771643,-96687526
195787701,86011715,1047824565,-96198172
195643097,85985975,1047840237,-96344687
195516664,86008564,1047877332,-96177702
195271767,86031737,1047912373,-96272855
194918471,85999603,1047978300,-96300103
194741058,86043925,1048007544,-96301289
194592512,86041812,1048038902,-96262253
194430411,86066815,1048067528,-96255860
194170458,86044704,1048102742,-96416901
194023182,86043881,1048135089,-96362517
193797760,86049793,1048166498,-96469219
193588803,86055217,1048214952,-96357435
193466446,86046010,1048238362,-96356767
193409647,86051560,1048253147,-96304990
193332402,86041506,1048266217,-96326817
193244613,86031376,1048292804,-96222647
193116153,86024547,1048318459,-96207169
192953920,86006272,1048346981,-96238244
192905623,86015391,1048361293,-96170993
192737882,86006272,1048394655,-96151802
192632399,85979837,1048407329,-96248599
192489729,85994462,1048444651,-96114337
192429642,85986241,1048454595,-96133549
192329960,85999095,1048493893,-95892629
192167481,85984700,1048523869,-95903524
192049184,85972065,1048544815,-95922820
192005728,85986522,1048560161,-95829064
191901216,85975759,1048578807,-95844041
191805092,85975976,1048600006,-95804328
191748863,85990918,1048603697,-95863057
191605713,85971246,1048627222,-95909589
191487056,85975589,1048655005,-95838879
191349582,85960627,1048679133,-95862862
191341625,85967969,1048683833,-95820740
191275032,85964893,1048697190,-95810274
191160346,85945126,1048714364,-95868893
190976367,85942686,1048753681,-95807643
190881137,85946226,1048775952,-95750439
190774462,85934438,1048794536,-95770059
190708630,85915705,1048799956,-95845697
190564058,85922994,1048834937,-95747742
190476101,85899883,1048845040,-95834789
190441696,85905267,1048854815,-95792064
190367544,85901047,1048869462,-95784272
190254897,85897163,1048892688,-95759032
190174390,85896676,1048910177,-95728846
190026543,85885190,1048937932,-95729985
189917076,85876044,1048958161,-95734313
189828427,85863304,1048972340,-95766364
189845943,85868459,1048970612,-95745937
189829877,85857012,1048969470,-95800563
189792199,85848705,1048974312,-95829636
189718727,85852382,1048991808,-95780159
189622245,85833541,1049005131,-95841753
189573171,85831385,1049014909,-95833409
189553249,85814825,1049012490,-95913941
189516515,85830085,1049026672,-95817398
189472313,85826444,1049034769,-95818993
189483131,85824047,1049031448,-95836213
189407261,85806726,1049040824,-95898195
189336950,85825559,1049063702,-95768881
189365999,85816341,1049053670,-95829988
189329016,85820357,1049063299,-95793517
189212120,85815192,1049086419,-95773979
189118705,85795151,1049098370,-95843656
189086728,85830400,1049114419,-95698721
189059549,85821830,1049119012,-95709144
189032800,85850652,1049109889,-95835425
188973086,85826729,1049128404,-95770444
188994413,85821380,1049136495,-95644976
188973897,85819292,1049140044,-95647937
188980712,85817675,1049149497,-95532338
189020142,85789003,1049129361,-95702035
188982476,85830043,1049147699,-95537529
188968112,85877145,1049120852,-95817657
188871865,85863452,1049155728,-95635060
188860683,85868640,1049139652,-95842141
188854054,85859506,1049137359,-95888479
188850472,85864415,1049140144,-95860656
188879798,85809856,1049162538,-95593002
188831697,85808381,1049173842,-95578591
188774155,85792360,1049179801,-95641206
188742200,85786670,1049184416,-95658749
188704518,85789580,1049193784,-95627730
188680536,85791023,1049199578,-95610190
188673459,85790625,1049200951,-95609433
188653631,85767946,1049195994,-95723246
188607224,85769125,1049206550,-95697925
188640466,85790179,1049207936,-95598290
188661829,85796229,1049205769,-95574484
188657447,85786078,1049202578,-95627263
188619287,85791203,1049212949,-95584139
188574862,85776529,1049216594,-95644926
188522986,85795271,1049235500,-95522911
188441023,85784519,1049248884,-95547275
188299840,85753259,1049266709,-95657868
188296487,85741654,1049262684,-95718997
188235795,85754647,1049281158,-95624175
188221936,85753413,1049283655,-95625159
188164144,85739004,1049290277,-95679142
188070084,85724512,1049304716,-95718699
188010449,85725614,1049318085,-95688300
187948330,85692728,1049318036,-95840209
187834171,85701095,1049346198,-95748138
187802090,85689892,1049348538,-95795440
187711966,85670891,1049362574,-95835314
187702259,85661808,1049360935,-95880379
187680053,85658256,1049364279,-95890417
187687871,85669324,1049367147,-95833830
187678898,85660545,1049365474,-95877566
187656503,85669830,1049374146,-95818161
187635546,85659272,1049361595,-96005917
187528388,85663264,1049386444,-95940092
187465707,85635575,1049388573,-96063936
187500478,85631389,1049379313,-96100959
187470768,85610955,1049377292,-96199142
187399390,85618019,1049395677,-96131345
187401255,85606559,1049390528,-96194108
187320932,85609414,1049409102,-96145374
187248993,85584624,1049414395,-96249743
187200986,85587216,1049425862,-96215783
187170597,85581663,1049430134,-96233248
187155331,85577395,1049431665,-96250034
187081189,85570644,1049444905,-96255813
187082380,85560659,1049440497,-96310416
187062009,85580882,1049453306,-96192367
186984097,85607448,1049450057,-96355508
186954486,85599754,1049453260,-96384910
187007669,85597194,1049440685,-96420929
186911832,85594909,1049460474,-96393388
186908474,85597736,1049459666,-96406186
186847069,85597910,1049473022,-96379661
186909824,85608771,1049462494,-96362975
186933871,85609257,1049457495,-96370345
186908221,85623079,1049468796,-96284707
186959267,85604577,1049462080,-96275258
187041561,85597539,1049451614,-96235758
187073308,85609382,1049449666,-96184751
187163598,85596678,1049441920,-96104886
187156418,85576602,1049435144,-96210682
187167895,85571802,1049451625,-96012652
187198605,85568287,1049443529,-96044400
187398029,85563288,1049437690,-95723232
187679129,85521108,1049438894,-95195562
187705557,85532595,1049437882,-95144277
187670396,85505204,1049434276,-95277935
187700672,85532904,1049439064,-95140595
187714678,85534851,1049436837,-95135780
187709521,85485995,1049459108,-94944005
187807768,85473281,1049432721,-95052762
187810298,85483929,1049436517,-94996267
187760954,85487823,1049448749,-94955158
187840857,85481573,1049442787,-94868611
187941725,85558793,1049424492,-94801582
188065396,85565283,1049400431,-94816818
187883170,85570279,1049411372,-95052190
187860689,85570820,1049409160,-95120523
187858339,85574959,1049411357,-95097207
187859966,85572235,1049409896,-95112566
187855319,85583195,1049415368,-95051486
187860163,85577295,1049411916,-95085323
187770627,85570373,1049428426,-95086194
187708597,85582421,1049433864,-95137788
187699834,85581359,1049435323,-95139947
187705468,85597095,1049445597,-95001243
187747861,85589421,1049433319,-95060001
187695775,85546452,1049445909,-95062545
187798048,85578128,1049436751,-94933064
187810338,85558469,1049426901,-95035301
187747523,85570920,1049416674,-95260866
187552959,85526656,1049441185,-95413730
187568553,85544143,1049444987,-95325539
187637551,85548103,1049431708,-95332387
187656561,85555703,1049430716,-95299065
187599172,85541327,1049437221,-95353299
187539753,85540687,1049449789,-95332432
187429584,85533947,1049471629,-95314714
187392953,85540902,1049482385,-95262052
187337956,85526851,1049488489,-95315575
187328630,85518315,1049482138,-95411444
187309548,85504872,1049480731,-95476407
187302344,85506733,1049483051,-95463366
187185214,85490249,1049493558,-95592266
187132145,85494560,1049506790,-95547032
187150970,85478446,1049496085,-95642116
187125393,85453507,1049491314,-95766721
187034726,85472622,1049488157,-95961168
186959184,85470687,1049491165,-96077125
186999450,85479174,1049483228,-96077913
186880844,85376976,1049477243,-96464147
186784394,85386667,1049485742,-96549860
186794825,85379658,1049480552,-96592278
186780224,85378387,1049483182,-96593064
186782066,85374452,1049481138,-96615190
186685939,85324851,1049493574,-96709659
186591442,85329779,1049512628,-96680881
186594708,85316830,1049506490,-96752610
186524924,85302559,1049515603,-96800879
186476542,85289905,1049520758,-96849334
186448416,85289869,1049526831,-96837703
186402016,85257521,1049523261,-96994076
186443373,85270122,1049519612,-96942984
186459479,85271810,1049516835,-96940591
186430737,85268036,1049541513,-96731784
186453789,85261357,1049533722,-96777758
186449185,85260418,1049538943,-96730826
186550650,85269091,1049520630,-96726264
186488614,85260905,1049530617,-96744730
186489058,85263174,1049531473,-96732588
186553445,85260220,1049516299,-96775679
186607173,85253833,1049503280,-96818900
186604859,85288625,1049508483,-96736285
186618661,85248611,1049518773,-96633235
186660827,85240862,1049530831,-96427451
186662872,85243677,1049531565,-96413014
186667279,85252956,1049534489,-96364442
186632568,85243390,1049537998,-96401906
186709512,85253464,1049525571,-96379305
186750289,85271692,1049524356,-96297380
186772543,85278120,1049522224,-96271760
186831808,85275864,1049508469,-96308713
186885372,85280603,1049498859,-96305316
186919576,85270959,1049487441,-96371888
186902364,85288234,1049498361,-96271012
186878005,85284229,1049501960,-96282605
186962420,85211503,1049517564,-96012660
186958704,85195110,1049517358,-96036688
186986569,85198179,1049512609,-96031616
186810794,85215056,1049522512,-96250246
186843153,85211090,1049513862,-96285268
186878721,85255897,1049486199,-96477908
186855598,85256525,1049491465,-96464850
186802040,85260318,1049504637,-96421905
186884041,85265712,1049489144,-96426879
186902100,85272624,1049488120,-96396908
186827523,85316365,1049470728,-96691658
186741960,85308313,1049485887,-96699510
186715617,85310503,1049492507,-96676594
186756801,85313047,1049484655,-96680050
186732397,85311773,1049489404,-96676748
186786708,85325453,1049483374,-96625213
186665381,85335473,1049488460,-96795423
186650420,85346677,1049496398,-96728297
